name,city,address,phone,website,email,category,overture_id,latitude,longitude,source_release,score,priority,score_reasons,lead_type,recommended_offer
CTO Sofi Automotive,Київ,"Червоний Орач вулиця, 36а",+380738889498,https://sofiautomotive.com.ua/,office@sofiautomotive.com.ua,automotive_repair,e4875da7-abef-4f69-bfd0-23aee7087117,50.37897491455078,30.318370819091797,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
JCAR Автосервіс,Київ,вул. Кирила Розумовського 71,+380960181997,https://jcar.com.ua/,,auto_glass_service,3e8d63ab-3462-4935-81db-81334364592a,50.466712951660156,30.381126403808594,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
MeliorAVTO,Київ,"Миколи Закревського вулиця, 53",+380970950513,https://www.melioravto.com.ua/,info@melioravto.com.ua,tire_dealer_and_repair,08a9a516-dc51-4a0c-abc4-e7ea66fa9eff,50.51306915283203,30.625646591186523,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Towncars Автосервіс,Київ,"Охтирська вулиця, 8",+380963466300,https://www.towncars.com.ua/,service@towncars.com.ua,automotive_repair,0cef8fda-ce41-45ad-8e14-54e0e36773fb,50.39765930175781,30.478246688842773,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Ukrainian Transmission Centre,Київ,"Новокостянтинівська вулиця, 4б",+380675052468,https://utcakpp.com.ua/,,automotive_repair,9d5e3d44-0902-4467-8243-6f2c7b6562ca,50.480621337890625,30.49210548400879,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Автосервис Прайм Моторс Украина,Київ,"Острівна вулиця, 12",+380987632343,https://www.vagmotors.com.ua/,admin@primemotors.com.ua,automotive_repair,fd89c34a-8d39-4d96-9935-78a2e699f538,50.359920501708984,30.553585052490234,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Автосервіс Рись Троєщина,Київ,"Милославська вулиця, 1",+380770152284,https://sto-car.com.ua/,info@sto-car.com.ua,automotive_repair,f0a944dc-9992-4078-9061-88fecb3d09bd,50.51803207397461,30.60640525817871,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Дар-Авто,Київ,"Павла Усенка вулиця, 8",+380445918585,https://darauto.kiev.ua/,,automotive_repair,1a99babd-7821-47d6-858a-f617b8c76897,50.44501495361328,30.63555335998535,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
РобимГуд,Київ,"Білоруська вулиця, 10/18",+380443839747,www.robimgood.com.ua,asc@robimgood.com.ua,automotive_repair,8f18863b-aa92-4ff5-bde8-c724ac3d13c0,50.46245574951172,30.480226516723633,2026-07-22.0,0,LOW,Немає факторів,UNKNOWN,Потрібна ручна перевірка
Сити Франс Сервис,Київ,"Азербайджанська вулиця, 25",+380677707960,https://cityfranceservice.com.ua/,info@cityfranceservice.com.ua,automotive_repair,fea3b14b-ee6b-4c73-8eef-e6547a35755c,50.44228744506836,30.648466110229492,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
СТО Padre,Київ,"Тепловозна вулиця, 20",+380970230300,https://www.avtopadre.com.ua/,info@avtopadre.com.ua,automotive_repair,fe410f80-e289-4a2f-8016-481404df9d35,50.42078399658203,30.620197296142578,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
СТО Автосервіс Куратор,Київ,"Автопаркова вулиця, 7А",+380506007711,https://kurator.in.ua/,info@kurator.in.ua,automotive_repair,de98c175-f306-4645-83bb-d176365aa924,50.3965950012207,30.684965133666992,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
СТО Шиномонтаж Авто-Регіон,Київ,"Brovarska St, 2А",+380632333603,https://autoregion.com.ua/,marketing@autoregion.com.ua,automotive_repair,9c15ff3d-a9fb-4af3-ad3b-d3e5fcf3e8d6,50.390201568603516,30.797136306762695,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Сток Шина,Київ,"Новомостицька вулиця, 25А",+380960434444,https://alfashina.ua/,sales@alfashina.ua,tire_dealer_and_repair,d6e7cbf6-2321-4ce8-930c-afc321deb712,50.49897003173828,30.433948516845703,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
"Тойота Центр Київ ""ВіДі Автострада""",Київ,"с. Софіївська Борщагівка вул. Велика Кільцева, 56",,https://toyota-ua.com/,sales.avtostrada@vidi.ua,automotive_repair,32515249-ca7b-4c52-8386-46c20e229de0,50.4134407043457,30.380760192871094,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Центр шумоізоляції Car-Silence,Київ,"Мрії Марії, Лаврська вулиця, 19",+380631415301,https://car-silence.com.ua/,support@car-silence.com.ua,automotive_services_and_repair,41b238c3-698e-4d77-8158-528c93e48d2b,50.4873046875,30.392261505126953,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Шинний центр Goodyear,Київ,"Садова вулиця, 70",+380952295225,https://t.me/goroshinashina,goroshinashina@gmail.com,tire_dealer_and_repair,6af5291c-9521-4ec5-a8b6-ce8517cef4d7,50.39250564575195,30.42919158935547,2026-07-22.0,0,LOW,+4: website веде на соцмережу або Google Maps | +1: email на загальнодоступному сервісі | -5: ознака великого бізнесу (Goodyear),SOCIAL_ONLY,Сайт із SEO та формою запису
Шинний Центр Radius,Київ,"Антоновича улица, 160",+380674098917,https://radius.ua/,info@radius.ua,automotive_repair,8117901b-eabc-472b-baf5-c457e100e99f,50.416744232177734,30.51926612854004,2026-07-22.0,0,LOW,Немає факторів,MODERN_WEBSITE,Автоматизація запису або AI
Автосервіс Bosch Service “Бровакар”,Київ,"Металургів вулиця, 23",+380671830533,https://send.monobank.ua/jar/6Kri33vQq6,brovacar@ukr.net,automotive_repair,1d688deb-149c-47db-8345-479cc5df1d0f,50.52450942993164,30.80307960510254,2026-07-22.0,-4,LOW,+1: email на загальнодоступному сервісі | -5: ознака великого бізнесу (Bosch),MODERN_WEBSITE,Автоматизація запису або AI
Mazda Автоінтернешнл Метрополіс,Київ,"Ivana Dziuby St, 3/5",+380675369191,https://autometropolis.com.ua/,sto@autometropolis.com.ua,automotive_repair,df351b47-55a1-435c-8751-de909a01e840,50.4272346496582,30.3988037109375,2026-07-22.0,-5,LOW,-5: ознака великого бізнесу (Mazda),MODERN_WEBSITE,Автоматизація запису або AI
VIDI,Київ,"Кільцева дорога, 56",+380800308999,https://vidi.ua/,,automotive_repair,f1ef2781-15ea-4872-93a3-f5f4af8392da,50.41221618652344,30.38302993774414,2026-07-22.0,-5,LOW,-5: ознака великого бізнесу (VIDI),MODERN_WEBSITE,Автоматизація запису або AI
Автосервіс Oiler,Київ,"Валерія Лобановського проспект, 119Х",+380443387513,https://oiler.ua/,,automotive_repair,cc4cc433-d237-47c9-a464-1ad63e80f562,50.408782958984375,30.513803482055664,2026-07-22.0,-5,LOW,-5: ознака великого бізнесу (Oiler),MODERN_WEBSITE,Автоматизація запису або AI
